BIN,Complaint,Feedback,ChargebackFlag,Complaint_Encoded
348709,Service Quality,Quality of service was not up to the mark!,0,5
551669,Late Refund,Still waiting for my refund after 2 weeks!,0,3
507344,No Issue,"Great experience, very satisfied!",0,4
434045,Late Refund,Still waiting for my refund after 2 weeks!,0,3
525150,Customer Support Issue,Customer service was rude and unhelpful!,0,1
607783,No Issue,"No issues, smooth transactions every time.",0,4
518785,No Issue,"Great experience, very satisfied!",0,4
607749,Late Refund,Finally got my refund after multiple calls.,0,3
576436,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
499734,Service Quality,I'm disappointed with the overall experience!,0,5
441414,No Issue,"Great experience, very satisfied!",0,4
366798,Service Quality,Service was excellent and very professional.,0,5
585454,No Issue,"Happy with the service, would recommend.",0,4
304308,No Issue,"Happy with the service, would recommend.",0,4
485883,No Issue,Customer support was helpful in resolving my concern.,0,4
155652,Billing Issue,"Incorrect amount charged, need a refund!",0,0
406324,No Issue,"Everything went smoothly, highly recommended.",0,4
463124,No Issue,"Great experience, very satisfied!",0,4
304882,Customer Support Issue,Customer service was rude and unhelpful!,0,1
348779,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
531484,Billing Issue,"Billing discrepancy, support is not helping!",0,0
652684,Customer Support Issue,Support team was responsive and helpful.,0,1
651585,Late Refund,Still waiting for my refund after 2 weeks!,0,3
347132,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
377788,Late Refund,"Refund process is very slow, not happy!",0,3
558529,Service Quality,Service was excellent and very professional.,0,5
646961,Billing Issue,"Incorrect amount charged, need a refund!",0,0
955977,No Issue,"Everything went smoothly, highly recommended.",0,4
413067,Late Refund,"Refund process is very slow, not happy!",0,3
302382,Service Quality,The service was too slow and unprofessional!,0,5
370596,Late Refund,Still waiting for my refund after 2 weeks!,0,3
501393,Service Quality,The service was too slow and unprofessional!,0,5
651328,Billing Issue,"Billing discrepancy, support is not helping!",0,0
509254,No Issue,"No issues, smooth transactions every time.",0,4
345893,Customer Support Issue,Customer service was rude and unhelpful!,0,1
593315,Service Quality,"Very satisfied with the service, will recommend!",0,5
606894,No Issue,"Everything went smoothly, highly recommended.",0,4
514609,Service Quality,Quality of service was not up to the mark!,0,5
399911,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
466066,Service Quality,I'm disappointed with the overall experience!,0,5
340830,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
374644,Customer Support Issue,Support team was responsive and helpful.,0,1
393407,Service Quality,The service was too slow and unprofessional!,0,5
816816,Late Refund,"Refund process is very slow, not happy!",0,3
548010,Late Refund,"Refund process is very slow, not happy!",0,3
535199,Customer Support Issue,Support team was responsive and helpful.,0,1
431922,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
399976,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
482324,Billing Issue,"Billing discrepancy, support is not helping!",0,0
349247,No Issue,"Great experience, very satisfied!",0,4
549780,Service Quality,Quality of service was not up to the mark!,0,5
474451,Late Refund,Finally got my refund after multiple calls.,0,3
409073,Service Quality,Service was excellent and very professional.,0,5
378813,Billing Issue,"Incorrect amount charged, need a refund!",0,0
386583,Billing Issue,"Incorrect amount charged, need a refund!",0,0
103093,Late Refund,"Refund process is very slow, not happy!",0,3
471743,Late Refund,Finally got my refund after multiple calls.,0,3
462908,Late Refund,Finally got my refund after multiple calls.,0,3
572539,Late Refund,Finally got my refund after multiple calls.,0,3
356310,Customer Support Issue,Customer service was rude and unhelpful!,0,1
534503,Customer Support Issue,Support team was responsive and helpful.,0,1
438468,Late Refund,"Refund process is very slow, not happy!",0,3
505986,Service Quality,Quality of service was not up to the mark!,0,5
355852,Late Refund,Still waiting for my refund after 2 weeks!,0,3
429489,Service Quality,Service was excellent and very professional.,0,5
478317,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
514703,No Issue,Customer support was helpful in resolving my concern.,0,4
301302,Service Quality,I'm disappointed with the overall experience!,0,5
502875,Late Refund,Finally got my refund after multiple calls.,0,3
510182,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
369136,Late Refund,"Refund process is very slow, not happy!",0,3
556829,Service Quality,Service was excellent and very professional.,0,5
482877,Late Refund,Still waiting for my refund after 2 weeks!,0,3
366077,No Issue,"Happy with the service, would recommend.",0,4
404207,No Issue,"No issues, smooth transactions every time.",0,4
380375,No Issue,"Great experience, very satisfied!",0,4
514464,Billing Issue,"Incorrect amount charged, need a refund!",0,0
560640,Late Refund,Finally got my refund after multiple calls.,0,3
355534,No Issue,"Great experience, very satisfied!",0,4
420046,Billing Issue,"Billing discrepancy, support is not helping!",0,0
596053,No Issue,"Everything went smoothly, highly recommended.",0,4
428944,No Issue,"No issues, smooth transactions every time.",0,4
533505,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
360990,No Issue,Customer support was helpful in resolving my concern.,0,4
545588,Customer Support Issue,Support team was responsive and helpful.,0,1
363755,Billing Issue,"Billing discrepancy, support is not helping!",0,0
343637,No Issue,"Everything went smoothly, highly recommended.",0,4
552775,Late Refund,Finally got my refund after multiple calls.,0,3
464824,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
436946,Late Refund,Still waiting for my refund after 2 weeks!,0,3
420674,Service Quality,I'm disappointed with the overall experience!,0,5
447452,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
532989,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
514918,Customer Support Issue,Support team was responsive and helpful.,0,1
341691,Customer Support Issue,Support team was responsive and helpful.,0,1
674736,No Issue,"Everything went smoothly, highly recommended.",0,4
656720,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
506700,No Issue,"Happy with the service, would recommend.",0,4
535160,Late Refund,"Refund process is very slow, not happy!",0,3
379706,Service Quality,Service was excellent and very professional.,0,5
490200,Service Quality,Service was excellent and very professional.,0,5
379582,No Issue,"Everything went smoothly, highly recommended.",0,4
349267,No Issue,"Everything went smoothly, highly recommended.",0,4
375055,No Issue,"No issues, smooth transactions every time.",0,4
670516,Service Quality,I'm disappointed with the overall experience!,0,5
140308,Service Quality,Service was excellent and very professional.,0,5
481481,No Issue,"No issues, smooth transactions every time.",0,4
645321,No Issue,Customer support was helpful in resolving my concern.,0,4
451218,Customer Support Issue,Customer service was rude and unhelpful!,0,1
394007,Service Quality,"Very satisfied with the service, will recommend!",0,5
473623,Customer Support Issue,Support team was responsive and helpful.,0,1
583666,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
521259,Late Refund,Finally got my refund after multiple calls.,0,3
397750,No Issue,"No issues, smooth transactions every time.",0,4
552308,Late Refund,Still waiting for my refund after 2 weeks!,0,3
523469,Late Refund,"Refund process is very slow, not happy!",0,3
421517,Late Refund,"Refund process is very slow, not happy!",0,3
622921,Customer Support Issue,Customer service was rude and unhelpful!,0,1
357641,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
477121,Billing Issue,"Billing discrepancy, support is not helping!",0,0
551591,Service Quality,The service was too slow and unprofessional!,0,5
472939,Service Quality,I'm disappointed with the overall experience!,0,5
564616,Billing Issue,"Billing discrepancy, support is not helping!",0,0
462862,Service Quality,The service was too slow and unprofessional!,0,5
414391,No Issue,"No issues, smooth transactions every time.",0,4
370122,Service Quality,The service was too slow and unprofessional!,0,5
403801,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
604366,Customer Support Issue,Support team was responsive and helpful.,0,1
425867,No Issue,"Great experience, very satisfied!",0,4
378732,Late Refund,"Refund process is very slow, not happy!",0,3
546447,Billing Issue,"Billing discrepancy, support is not helping!",0,0
513123,Service Quality,Service was excellent and very professional.,0,5
674603,Late Refund,Still waiting for my refund after 2 weeks!,0,3
341994,Late Refund,"Refund process is very slow, not happy!",0,3
399231,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
353235,Service Quality,"Very satisfied with the service, will recommend!",0,5
583462,Customer Support Issue,Customer service was rude and unhelpful!,0,1
403917,Billing Issue,"Billing discrepancy, support is not helping!",0,0
577344,No Issue,Customer support was helpful in resolving my concern.,0,4
496902,Service Quality,The service was too slow and unprofessional!,0,5
647069,Billing Issue,"Billing discrepancy, support is not helping!",0,0
588613,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
355211,Service Quality,"Very satisfied with the service, will recommend!",0,5
658275,Customer Support Issue,Support team was responsive and helpful.,0,1
585767,Customer Support Issue,Support team was responsive and helpful.,0,1
622806,Billing Issue,"Billing discrepancy, support is not helping!",0,0
542573,Customer Support Issue,Customer service was rude and unhelpful!,0,1
582122,Billing Issue,"Billing discrepancy, support is not helping!",0,0
490970,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
374024,Late Refund,Finally got my refund after multiple calls.,0,3
536724,No Issue,"No issues, smooth transactions every time.",0,4
409458,Service Quality,Quality of service was not up to the mark!,0,5
479248,Late Refund,"Refund process is very slow, not happy!",0,3
301363,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
550252,Billing Issue,"Billing discrepancy, support is not helping!",0,0
654201,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
